"job_title";"job_salary";"job_requirement";"job_addr";"job_exp";"job_edu";"job_tags";"company_name";"company_employee_num";"company_type"
"Python高级开发工程师";"10K-20K";"职位要求：1、熟悉互联网产品和服务的开发过程；2、精通 Python 开发（最好有 C/C++ 经验）；3、对 Web 后端技术架构有基本的理解；4、熟练使用 mysql；5、熟悉 redis，memcache, mongodb,";"深圳 福田区 车公庙";"1-3年";"本科";"网络编程系统架构Python";"智国互联";"20-99人";"互联网"
"Python爬虫工程师";"6K-12K";"岗位职责:1、负责爬虫系统开发和维护；2、负责网站采集代码的实现，以及策略性优化；3、参与网页抓取及识别开发过程的持续改进。任职要求：1.2年以上Python开发经验，熟悉ython网络爬取基础库或相关工具（scray/ysi";"深圳 龙岗区 横岗";"1-3年";"本科";"PythonNode.jspython爬虫";"科飞时速";"20-99人";"互联网"
"Python 工程师";"15K-20K";"职位描述：- 熟悉 Python 语言,熟悉 Django/Tornado/Flask 等其中至少一种框架, 并有1年该框架的开发经验。  - 熟悉 RESTful 风格- 熟练使用 MySQL、Redis、MongoDB、Rabbi";"深圳 宝安区";"经验不限";"本科";"后端开发djangoPython";"知安";"20-99人";"信息安全"
"Python";"4K-8K";"招聘熟悉python、SQL以及SAS的在校大学生或专业人士兼职，要求上门进行私教辅导（学员共2名，同时上课），要求教会学员python、sql与SAS语言基础，教学时间：每周两到三次，可选择周一到周五的晚上8点后，以及周六、周日的白天和晚";"深圳 福田区 景田";"经验不限";"不限";"SQLsasPython";"惠名集团";"500-999人";"工程施工"
"python开发工程师";"8K-16K";"岗位要求：1. 本科以上学历，3年以上开发经验2. 熟悉Linux系统管理维护，熟悉HTTP协议、TCP/IP网络协议；3. 熟练使用shell脚本语言，以及Python开发语言4. 具备良好的合作精神和快速学习能力；5";"深圳 南山区 大冲";"3-5年";"本科";"LinuxTCP/IPJenkins";"北京中讯汉扬";"100-499人";"计算机软件"
"后端工程师（python/java/C++）";"10K-15K";"工作内容：1、参与软件项目的编码实施、测试和文档编写；2、负责业务需求分析，将业务需求拆分成独立的业务功能，并负责相关的开发等工作；3、负责部分核心技术问题的攻关，架构设计，系统优化，协助解决项目开发过程中的技术难题；4、配";"深圳 龙岗区 坂田";"1-3年";"本科";"PythonJavaC/C++";"达观数据";"20-99人";"数据服务"
"python后端工程师";"10K-15K";"工作内容：1、参与软件项目的编码实施、测试和文档编写；2、负责业务需求分析，将业务需求拆分成独立的业务功能，并负责相关的开发等工作；3、负责部分核心技术问题的攻关，架构设计，系统优化，协助解决项目开发过程中的技术难题；4、配";"深圳 龙岗区 坂田";"1-3年";"本科";"PythonLinux数据库";"达观数据";"20-99人";"数据服务"
"Python后台研发工程师";"15K-25K";"职责：1、参与分布式后台服务研发2、参与相关产品研发3、配合其他部门开展相关技术支持工作要求：1）、3年以上研发经验，熟悉Python，熟悉java，C++基础更好 2）、有分布式 或 系统等底层服务研发经验3）、性格开";"深圳 南山区 科技园";"3-5年";"本科";"LinuxPython后端开发";"木浪云";"20-99人";"信息安全"
"Python软件开发工程师";"6K-12K";"岗位职责:1、负责爬虫系统开发和维护；2、负责网站采集代码的实现，以及策略性优化；3、参与网页抓取及识别开发过程的持续改进。任职要求：1.2年以上Python开发经验，熟悉ython网络爬取基础库或相关工具（scray/ysi";"深圳 龙岗区 横岗";"1-3年";"本科";"python爬虫Node.jsWeb前端";"科飞时速";"20-99人";"互联网"
"Python开发";"15K-30K";"岗位职责：1. 负责实现帐号系统相关的前后端开发工作；2. 负责支付系统等平台的前端开发工作；3. 设计、实现和调优Web应用架构。任职要求：1. 本科及以上学历，计算机相关专业；2. 熟悉各类前端开发框架的搭建";"深圳 南山区";"3-5年";"本科";"Python";"万兴科技";"500-999人";"计算机软件"
"Python工程师（全栈）";"8K-15K";"职位描述：1、参与需求分析，产品设计，功能开发；2、快速开发产品原型；3、设计并编写高质量网络应用程序代码；4、参与公司内外部其他Web子系统的开发和维护；5、基于Web的API接口开发；任职要求：1、大专及以上学历，计算机";"深圳 龙岗区 滢水山庄";"1-3年";"大专";"PythonHTML5全栈";"阿米酷酷";"0-20人";"移动互联网"
"Python开发工程师";"8K-12K";"岗位职责：负责美啦社区的业务开发、运营后台开发、架构优化和性能优化。职位要求：1、本科及以上学历，计算机相关专业，1年以上分布式系统设计经验；2、 熟悉Unix/Linux；3、具备定位及解决系统性能问题的经验和能力；";"深圳 南山区 深圳湾";"1-3年";"本科";"PythonC/C++Linux";"美啦";"20-99人";"移动互联网"
"Python运维开发工程师";"5K-10K";"岗位职责：1.负责金融产品系统的开发，维护和日常更新；2.维护软件产品正常运行，解决突发事件。任职资格：1.计算机及相关专业本科以上学历；2.熟练使用linux下各种常用命令，能够独立编写shell脚本；3.熟练使用pytho";"深圳 南山区";"1-3年";"本科";"PythonC/C++";"睿智融科";"100-499人";"计算机软件"
"Python工程师";"15K-25K";"工作地点：深圳工作职责：1.	调整和优化系统、运维架构设计，达到高可用性的目标；2.	运维工具开发，实现自动化运维；3.	负责保障系统安全运行，及时发现和解决系统运行中的安全问题；4.	维护多媒体事业部CDN相关产品，负责日常发布";"深圳 南山区 科技园";"经验不限";"本科";"Linux运维开发python";"ucloud";"500-999人";"互联网"
"Python";"15K-30K";"职位描述：1、参与实验室自然语言处理等项目开发, 负责收集整理数据, 数据清洗, 数据处理, 算法实现等开发工作；2、负责与合作伙伴以及其它数据提供商之间的交流及对第三方所提供的数据、服务评估和分析；3、参与公司内部创新业务开发；";"深圳 南山区 科技园";"1-3年";"本科";"Python数据挖掘自然语言处理";"金蝶云之家";"100-499人";"移动互联网"
"Python";"10K-20K";"互联网新技术应用，市场空白，潜力巨大。我们不找打工者，我们提供的是一生的事业！如果你够优秀，对自己有信心，请联系我！欢迎你一起共创共享巨额财富！1、1.对公司各项目所需的网络数据源进行数据抓取2、根据公司需求，开发针对web的相关程序，";"深圳 宝安区";"3-5年";"本科";"Pythonpython爬虫数据挖掘";"玉米社";"0-20人";"企业服务"
"Python";"8K-15K";"1.一年以上python web项目开发经验2.熟悉javascript3.熟悉flask、SQLAlchemy、numpy、pandas、diango有使用python进行数据分析经验或者熟悉开源数据分析产品4.熟悉linux常用";"深圳";"1-3年";"本科";"JavascriptPython";"深圳雁联";"1000-9999人";"互联网"
"Python";"10K-15K";"1：有大型互联网python后台开发经验者优先；2：踏实，能承受压力，有责任心，学习能力、沟通能力强。";"深圳";"3-5年";"大专";"Python后端开发系统架构";"烨华";"0-20人";"互联网"
"Python";"9K-15K";"主要职责：根据口腔互联网具体业务需求，通过微信公众号，企业号，微信开放平台，开发移动端产品。技能要求1. 熟悉python ，两年以上开发经验2. 数据tornado框架，能够搭建基于tornado的webservice3. 熟";"深圳 南山区 科技园";"1-3年";"本科";"数据库后端开发移动开发";"医匠科技";"0-20人";"互联网"
"高级Python工程师";"15K-30K";"工作职责：1、熟悉公司的技术服务架构，根据产品功能需求开发完成功能服务 2、设计和开发高扩展性、可用性的企业级服务3、编写技术文档，完成单元测试和集成测试4、随需求或技术发展，优化、升级、维护在线服务";"深圳 南山区 科技园";"3-5年";"本科";"NLPPython";"狗尾草";"100-499人";"互联网"
"Python";"9K-14K";"职位描述岗位职责：1.负责公司WEB后端服务器、前端页面的开发工作；2.能负责维护升级公司Java项目。3.参与应用设计与方案讨论；4.负责对服务器程序进行系统架构，代码重构，确保各设计的可扩充性与稳定性；5.开发、定制、调试";"深圳 南山区 西丽";"3-5年";"本科";"后端开发数据库";"智裳科技";"0-20人";"智能硬件"
"python开发工程师";"10K-15K";"岗位职责：  1、负责实现和完善公司数据采集的网络爬虫系统；  2、研究各种网络公开信息的爬取技术；  任职要求： 1、精通python开发语言，具有2年以上编程经验； 2、能运用python语言进行网页抓取、关键信";"深圳 福田区 梅林";"1-3年";"本科";"Pythonpython爬虫";"深圳信美分期";"100-499人";"互联网金融"
"python开发";"10K-20K";"1.3年以上的工作经验，大专及以上学历2.熟悉Django框架，目前做web应用方向的开发，后期会有数据提取方向3.会写后台接口开发";"深圳 福田区 华强北";"3-5年";"大专";"djangoPythonpython爬虫";"前海泰坦科技";"20-99人";"移动互联网"
"Python开发工程师";"10K-15K";"岗位职责要求:1，参与需求评估，产品开发，制定开发计划；2，按研发计划完成，技术分析文档的产出。能独立编写完整的系统开发文档，接口文档，单元测试；3，独立承担开发任务，主导需求的开发，修改，调试，外部配合，发布上线等工作；4";"深圳 宝安区";"1-3年";"本科";"Python";"深圳市对酒当歌";"100-499人";"互联网"
"Python后端工程师";"10K-20K";"【工作职责】1. 网站系统的维护、改进，以及新产品的开发；2. 大型互联网web项目的设计、开发、优化。【我们希望你是这样的】1、两以上工作经验(优秀可放宽至一年)，有扎实的计算机基础, 包括但不限于数据结构，操";"深圳 南山区";"1-3年";"本科";"PythonMYSQL";"小闪科技";"100-499人";"互联网"
"Python软件开发工程师";"20K-40K";"云化、服务化、智能化软件产品开发，熟悉互联网软件开发流程";"深圳";"5-10年";"本科";"Linux数据库Python";"华为";"10000人以上";"计算机软件"
"Python开发工程师";"8K-15K";"岗位职责 负责日志采集中间件开发负责数据传输中间件维护和开发负责国际行情报价通讯中间件开发岗位要求 具备1年以上Python开发经验，参与过大型高并发系统开发和实施工作熟悉Linux系统常用操作，能独立部署Pyt";"深圳 南山区 南头";"1年以内";"本科";"Python通信Shell";"中金都会";"20-99人";"互联网金融"
"python后台开发工程师";"12K-22K";"岗位职责:1、负责小农女后台系统的设计和开发工作。2、熟悉电子商务系统设计与开发者优先。任职要求：1、有坚实的计算机软硬件基础，熟练linux系统。2、两年以上Python Web开发经验、至少熟悉一种Python Web框架";"深圳 南山区 科技园";"1-3年";"本科";"Python";"小农女";"100-499人";"移动互联网"
"python高级开发工程师";"20K-40K";"工作职责：1.加入一个专注、严苛、快速发展的团队，通过数据驱动的方式来制定并执行市场推广策略；2.针对Google，Facebook等公司的API接口开发客户端程序；3.理解推广活动的各种配置选项及产生的数据，编写自动化的工具来";"深圳 南山区";"3-5年";"本科";"Python";"多有米";"100-499人";"互联网"
"web/python全栈工程师";"15K-20K";"工作职责：1开发内部使用的数据分析平台及工具；2.理解产品设计、推广、开发过程中产生的各种数据模型，设计并实现相应的存储、分析及报表模块；3.在系统设计中遵循KISS原则，交付易于维护的代码，保证足够的测试覆盖率；4.与内部";"深圳 南山区";"3-5年";"本科";"HadoopPython";"多有米";"100-499人";"互联网"
"Python工程师";"7K-14K";"负责公司核心数据系统研发，目前后台有go语言python语言，加入年轻有朝气的技术团队。有腾讯技术导师指导，淋漓尽致的投入各项研发项目开发。";"深圳";"1-3年";"本科";"Python";"非零无限";"20-99人";"移动互联网"
"python工程师";"15K-30K";"工作职责1、网站系统的维护、改进，以及新产品的开发；2、大型互联网web项目的设计、开发、优化。职位要求1、熟悉python, 熟悉mysql，有足够的互联网项目开发意识；2、熟悉linux, 熟悉git版本管理;";"深圳 南山区 前海";"3-5年";"本科";"Python";"爱邮520post";"20-99人";"互联网"
"Python";"10K-13K";"1. 负责产品需求分析，对产品的原始需求做总结分析        2. 负责后端产品的架构设计、优化；        3. 负责产品的业务逻辑接口开发；        4. 参与方案讨论和技术调研。        职位要求：  ";"深圳 南山区 大冲";"3-5年";"本科";"后端开发Pythondjango";"磁易购";"0-20人";"电子商务"
"Python开发";"9K-14K";"1 linux开发经验2年以上，python开发经验2年以上，实际接触云计算项目1年以上。  2 熟悉linux操作系统，熟悉linux命令，熟练编写shell脚本。  3 熟悉MySQL、SQLServer、Redis，熟悉多";"深圳 南山区 科技园";"1-3年";"大专";"PythonLinux";"北京中讯汉扬有限公司";"100-499人";"计算机软件"
"Python 算法工程师";"18K-30K";"职位诱惑：技术成长快,公司前景好,领导好职位描述：岗位职责本职位需要与科学家一起协同，主要负责算法的实现、验证工作。任职要求1. 计算机、数学相关专业本科以上学历，2年以上算法开发经验";"深圳 福田区 石厦";"3-5年";"本科";"Python机器学习";"XtalPi";"20-99人";"互联网"
"网络安全工程师（python）";"11K-20K";"岗位职责：1、 参与公司安全平台、安全公共组件支持与开发；2、 参与公司安全监控平台的研发、各种安全协作平台；3、 参与WAF、自主研发规则漏洞扫描的维护、更新、迭代；4、 参与安全自动化工具或平台的设计与开发。任职要求：工作";"深圳 南山区 前海";"经验不限";"本科";"网络安全python";"茁壮网络";"500-999人";"计算机软件"
"Python";"15K-30K";"我们的技术栈：python，golang，mysql，redis，mongodb，NSQ，ELK。我们开发流程：基于pull request，互相code review我们每周有各种类型的topic分享我们欣赏代码洁癖，喜欢折腾";"深圳 南山区";"经验不限";"本科";"Python数据库Web前端";"小闪快送";"20-99人";"O2O"
"高级Python开发工程师";"16K-30K";"岗位职责：1. 负责公司安全相关系统的设计和实现2. 参与代码评审和代码开源改造岗位要求：1. 3年以上Python开发经验2. 精通Python服务端编程，熟悉HTTP协议和规范3. 熟悉Django/Torn";"深圳 南山区 科技园";"5-10年";"不限";"Python全栈后端开发";"我来贷WeLab";"500-999人";"互联网"
"高级Python开发工程师";"16K-30K";"岗位职责：1. 负责公司安全相关系统的设计和实现2. 参与代码评审和代码开源改造岗位要求：1. 3年以上Python开发经验2. 精通Python服务端编程，熟悉HTTP协议和规范3. 熟悉Django/Torn";"深圳 南山区 科技园";"3-5年";"本科";"Python后端开发";"我来贷WeLab";"500-999人";"互联网"
"手游 服务器主程序 Python";"15K-30K";"岗位描述1、负责实现python手游服务器端架构、底层代码编写，工作计划安排；2、游戏服务端功能设计、开发和实现；3、服务器性能优化；职能要求：1.精通mysql和redis数据库，对数据库编程有极丰富的经验；2.三年以上游戏";"深圳 南山区 科技园";"3-5年";"不限";"系统架构python";"深圳市宇斯盾科技公司";"20-99人";"游戏"
"Python";"10K-15K";"未来参与的主要工作内容：参与仿真模型建立与优化（机场+转运中心） 需要的技能：以Python算法开发为主，兼具大数据和数据库相关能力。 具体技能需求：A， Python算法方面（1）       主要是Python数据开发和算法";"深圳 南山区";"1-3年";"本科";"数据库Python算法实现";"深圳长亮科技";"10000人以上";"计算机软件"
"python开发工程师";"8K-11K";"1、本科以上学历，计算机相关专业毕业，能独立完成项目的开发部署；2、具有2年以上python实际线上产品开发经验；3、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；4. 精通python语言，使用过Django";"深圳 南山区 科技园";"1-3年";"本科";"PythonTornado";"蜂云智能";"20-99人";"互联网"
"Python";"8K-12K";"工作内容：公司网站建设 公众号建设任务要求：在现有公司网站及公众号基础上优化建设特别说明：要求在网站开发有够深基本功，全栈工程师薪资可面议，有ps基础最好，目前项目针对通讯3C行业，有相关行业经验能更快融入工作。";"深圳 福田区 上步";"1-3年";"本科";"HTML5PHPWeb前端";"清橙科技";"0-20人";"互联网"
"高级Python开发工程师";"12K-20K";"岗位职责：1、负责开发公司的各个产品的核心通用运维组件，包括健康监控、运维数据采集、性能报警、产品上线系统和其余自动化运维组件；2、与产品研发人员充分沟通，开发运维平台，保证产品的运维质量，保证产品正常运行。3、自动";"深圳 福田区";"1-3年";"本科";"C/C++C#Java";"国双科技";"1000-9999人";"互联网"
"Python开发工程师";"12K-24K";"工作职责：1、熟悉公司的技术服务架构，根据产品设计，完成AI项目中工程化和服务化的开发工作2、设计和开发高扩展性、可用性的企业级AI服务3、编写技术文档，完成单元测试和集成测试4、随需求或技术发展，优化、升级、维护在线服务";"深圳 南山区 科技园";"经验不限";"本科";"Python系统架构爬虫工程师";"Gowild";"0-20人";"智能硬件"
"Python开发";"8K-13K";"1、全日制统招二本学历2、Python开发一年以上工作经验";"深圳 龙岗区 坂田";"1-3年";"本科";"Python";"南昌耀骅";"0-20人";"生活服务"
"python";"15K-30K";"我们做什么：工业品B2B电商平台 + 垂直搜索引擎 + 工业品百科全书什么是工业品：制造商生产中所用到的一切配件和设备，小到你手机中的每个配件，大到测量仪器，工业机器人。潜在市场规模：1. 20万亿的工业品市场";"深圳 福田区 香蜜湖";"3-5年";"本科";"FlaskPython";"零搜";"20-99人";"互联网"
"PYTHON爬虫工程师";"8K-16K";"岗位职责：1.负责定向数据的采集与爬取、解析处理、入库及备份等数据日常工作；2.负责分析新的数据需求, 评估数据采集难度，安排采集工作及时交付；3.负责非定向数据的清洗、整理、整合及合并等工作；4.负责数据中心的规划和管理工作。";"深圳 福田区 沙头";"1-3年";"本科";"MySQLOracle数据挖掘";"蚁穴";"20-99人";"互联网"
"Python";"15K-23K";"创建自公元2015年，位于深圳南山区项目涉及o2o，移动支付，以及部分银行系统。如果你不甘心做一个平台的程序开发，你想要有的挑战在我们这里都有。我们公司现已飞速发展，寻找希望充满挑战的你，并且，你所写每一行代码都将为公司带来盈利！";"深圳 南山区 科技园";"1-3年";"本科";"Web前端Python";"优融";"20-99人";"互联网"
"Python开发工程师";"7K-14K";"1、熟练使用Python，熟悉webpy, Flask, Tornado等框架， 构建过nginx+uWSGI+python的web-service2、熟悉分布式系统，对网络和并发编程有丰富的经验，熟悉Linux/Unix平台，熟悉Sh";"深圳 南山区 科技园";"1-3年";"本科";"LinuxPythonlua";"富甲集团";"20-99人";"互联网"
"Python工程师";"15K-30K";"技术要求：1. Python、Flask/Django、MySQL2. 本科以上学历，1年以上 Python 开发经验；3. 了解常见设计模式、算法及数据结构，英文阅读过关；4. 对程序设计、代码及软件质量精益求精。加分技能：";"深圳 南山区 科技园";"3-5年";"本科";"Python数据库全栈";"爱财科技";"0-20人";"移动互联网"
"Python开发";"15K-20K";"工作内容: 1、自动化运维开发。2、负责集团DevOps建设与开发。3、其他Python开发。任职要求:1、大学计算机科学与技术专业,3-5年工作经验。2、熟练使用Python开发，至少有1年实际Python开发";"深圳 罗湖区 蔡屋围";"3-5年";"本科";"pythonshellLinux";"华润集团信息管理部";"10000人以上";"计算机软件"
"资深Python工程师";"18K-25K";"岗位职责：带领一个小团队进行项目开发；从技术方案上做出判断并指导队员；参与其他项目的技术讨论并贡献自己的见解；任职要求：基本功扎实，如算法、数据结构、网络、计算机架构、操作系统等；有丰富的网站架构经验；熟悉各";"深圳 南山区";"3-5年";"本科";"Python推荐算法数据库";"Ricequant";"20-99人";"计算机软件"
"资深后台开发（python为主）";"20K-35K";"岗位职责：1. 负责机器学习一站式平台的架构设计和研发工作；2. 设计并优化分类，聚类，回归等机器学习常用场景的全流程，为不同行业真实的机器学习业务提供支撑；3. 基于具体场景调研并解决机器学习过程里遇到的算法和技术难题；4";"深圳 福田区 莲花二村";"5-10年";"本科";"Python搜索算法机器学习";"国双科技";"1000-9999人";"互联网"
"Python工程师";"8K-13K";"【岗位职责】负责平台后端组件开发及维护；核心投研、交易系统的开发及维护；     金融数据清洗和对接； 【任职要求】熟悉Linux下的开发环境 ；熟悉Python语言；了解常用数据库技术，比如MYSQL或者M";"深圳 南山区";"经验不限";"本科";"LinuxPython数据库";"Ricequant";"20-99人";"计算机软件"
"python开发工程师";"9K-15K";"1.熟悉python语言2.熟悉django/tornado/Flask等python框架，有大开发项目经验优先3.熟悉mysql数据库开发与优化，对数据库有较强的设计能力4.熟悉nginx的配置优化者优先5.熟悉前端html、js";"深圳 福田区 上步";"1-3年";"本科";"HTML/CSSPython数据库";"顾为";"0-20人";"互联网"
"后台软件开发工程师(Python开发)";"10K-20K";"岗位职责：1、完善系统CORDDUMP处理、短信告警功能；2、实现分布式会议部署模块； 3、会议部署去掉动态注册registry减少依赖性；岗位要求：1、熟悉Python语音，有实际Python项目开发经验；2、熟悉";"深圳 南山区 科技园";"3-5年";"本科";"PythonC/C++";"三三得玖";"100-499人";"互联网"
"python";"12K-20K";"1、负责产品技术管理,协助上级对技术层面把关。2、能独立处理和解决所负责的任务。3、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务。4、对系统架构质量进行全面控制。5、对下属开发人员进行质量、进度管理。6";"深圳 宝安区 西乡";"1-3年";"本科";"mysql celery";"前海翼联";"20-99人";"通信/网络设备"
"Python后端工程师";"15K-25K";"职位要求：1. 熟悉 Python 语言，熟悉 Django/Tornado/Flask 等其中至少一种框架，并有1年该框架的开发经验。2. 熟悉 RESTful 风格，熟悉 celery 分布式队列框架；3. 熟悉 MySQL";"深圳 宝安区 新安";"1-3年";"大专";"PythondjangoMYSQL";"及目科技";"20-99人";"计算机软件"
"python软件开发工程师";"8K-12K";"任职资格：1、熟练掌握Python语言，1年以上的Python语言应用开发经验； 2、熟练掌握任一款主流的Python web framework，熟悉Javascript及Ajax技术（jQuery、Dojo、protot";"深圳 龙岗区 横岗";"1-3年";"本科";"python";"科飞时速";"20-99人";"互联网"
"软件开发工程师（java/python/js）";"5K-10K";"基本技术技能要求：1,计算机软件相关专业毕业，本科以上学历；2,对面向对象的编程的思想有一定的理解，并能够进行简单的建模设计。3,掌握Java、PYTHON、JS语言或其它任意一种面向对象，并对J2EE开发平台和常用框架有一定的";"深圳 龙岗区 横岗";"经验不限";"本科";"Java";"科飞时速";"20-99人";"互联网"
"高级Python研发工程师";"13K-25K";"职位诱惑：期权,国外游,天天开黑职位描述：岗位职责：*  负责公司App后台项目的设计和开发工作。*  核心功能的架构与代码模板编写，开发与维护系统公用核心模块； *  对编码质量、进度、规范等负责。 *  辅导初级";"深圳 南山区 科技园";"3-5年";"大专";"Python系统架构PHP";"深圳开黑科技有限公司";"20-99人";"移动互联网"
"Python";"10K-13K";"【岗位职责】1、人脸识别后台服务功能模块的设计与开发；2、配合团队其他成员进行模块开发及整合；3、维护所负责的服务模块，并不断持续优化功能系统；4、确保所负责的服务模块能够达到产品要求的质量标准（响应、错误率、不间断服务指标）。【";"深圳 南山区 西丽";"1-3年";"本科";"人脸识别机器学习项目实施";"菱科泰网络科技";"20-99人";"计算机软件"
"Python语言开发工程师";"10K-15K";"岗位描述：1. 本岗位入职后会被安排参与区块链系统开发学习，今后从事本单位与区块链系统开发相关工作；2. 负责基于区块链(Blockchain)的金融服务项目的架构设计、代码审查、代码实现、测试和产品的维护； 3. 负责研究区块链的协";"深圳 南山区 前海";"3-5年";"大专";"Python";"淘区块";"20-99人";"互联网"
"Python";"15K-25K";"1、热爱服务端开发，对后台服务的整体架构设计有成功经验； 2、精通Flask / Tornado / Bottle / Sinatra任一Python微框架，1-3年的实际项目经验； 3、熟悉Linux / Mac下的开发环境，熟悉Post";"深圳 南山区 科技园";"经验不限";"本科";"后端开发系统架构Python";"优融网络科技";"20-99人";"互联网"
"Python";"20K-40K";"工作内容：技术顾问要求：有丰富的互联网研发经验，深厚的计算机专业知识，形成自己独到的知识结构体系。有严谨的逻辑思维能力。有较好的文档撰写能力，满足客户的需求。良好的语言沟通表达能力，驱动问题解决。语言能力和平台不做限制。";"深圳 南山区 科技园";"5-10年";"本科";"后端开发";"腾讯";"10000人以上";"互联网"
"Python全栈开发工程师";"15K-30K";"职位诱惑：行业领头,待遇丰厚,年轻有活力,技术氛围浓职位描述：岗位职责:* 负责 XMind 云存储、云服务平台（支持移动端、web端、PC 端）的开发和维护；* 负责 XMind 网站后台的开发和维护工作；* 我们";"深圳 南山区 科技园";"3-5年";"本科";"Linux后端开发前端开发";"XMind";"20-99人";"计算机软件"
"高级python";"15K-30K";"职位诱惑：团队氛围,发展前景,海量用户岗位职责：1. 负责公司平台级服务的设计和开发工作；2. 负责APP后台接口的开发（社交模块），以及监控、任务脚本等开发；3. 新技术预研，不断提高团队代码质量和工作效率，营造技术氛围任";"深圳 南山区 西丽";"3-5年";"本科";"LinuxPythonpython爬虫";"SheIn";"1000-9999人";"电子商务"
"Python开发工程师（深圳）";"20K-40K";"【岗位职责】1. 参与高并发，分布式API计费结算系统，以及相关运营系统的开发2. 对接主流第三方支付系统3. 负责系统性能和其他技术优化【任职要求】1. 两年以上 Python 服务端开发经验2. Redis / Memcac";"深圳 盐田区 沙头角";"3-5年";"本科";"后端开发Linux";"码隆科技";"20-99人";"移动互联网"
"Python开发";"9K-15K";"1.精通python 语言，1-2年开发经验。2.能够在linux 环境下高效地工作。3.具备良好编码习惯及开发文档书写习惯。4.具有优秀团队和沟通协作能力，善于学习，乐于分享，能承受较大工作压力。5.关注积极参与开源项目，懂jav";"深圳 宝安区 民治";"1-3年";"大专";"JavaPython";"泰信通";"20-99人";"互联网"
"Python开发";"15K-30K";"工作职责1. 负责运维平台/工具及Docker云平台的设计、开发、并持续迭代，并探索人工智能在运维方面的应用；2. 负责运维规范、体系建设，不断提升运营水平，包括设架构设计、容量规划、容灾演练等工作；任职要求";"深圳 南山区 科技园";"3-5年";"本科";"PythonShellGO";"大疆创新";"1000-9999人";"智能硬件"
"Python/Django工程师";"10K-20K";"【岗位职责】1.参与需求分析，产品设计，功能开发。2.快速开发产品服务端原型。3.设计并编写高质量网络应用程序代码。【岗位要求】1.计算机相关专业本科以上学历，扎实的计算机基础。2.精通Python语言，1年以上";"深圳 福田区 车公庙";"1-3年";"不限";"PythonWeb前端MYSQL";"库瑞德";"20-99人";"计算机软件"
"python爬虫工程师";"8K-16K";"岗位职责：1、负责定向数据的采集与爬取、解析处理、入库及备份等数据日常工作。2、负责分析新的数据需求, 评估数据采集难度，安排采集工作及时交付。3、负责非定向数据的清洗、整理、整合及合并等工作。岗位要求：1、熟练使用";"深圳 福田区 车公庙";"1-3年";"不限";"Python爬虫工程师网络爬虫";"库瑞德";"20-99人";"计算机软件"
"python开发";"15K-25K";"工作职责：1、 负责产品后台服务系统设计、开发和维护工作；2、 参与项目需求分析、联调以及测试工作；3、主动发现并提出项目中出现的各种问题，积极推进项目进度。任职资格：1、精通python，三年以上python开发经验；";"深圳 南山区 大冲";"3-5年";"本科";"PythonC/C++PHP";"500彩票网";"100-499人";"互联网"
"Python工程师";"12K-16K";"岗位职责：1 参与爬虫，数据解析和分析等功能的研发；2 负责分析结果的展示；3 负责项目所需的一些工具开发任职要求：1、有使用python web框架开发的经验，例如 flask/django；2、有使用pyth";"深圳 南山区 大冲";"3-5年";"大专";"Python数据挖掘python爬虫";"欢雀科技";"100-499人";"互联网"
"python开发";"13K-14K";"1.至少2年以上云计算开发经验，熟悉C或python语言经验者优先2.熟悉linux/uinx操作系统基础原理，熟练使用linux系统3.熟悉TCP/IP、HTTP等协议，有良好的网络、数据传输、安全、计算机体系结构方面的知识3";"深圳 南山区";"1-3年";"大专";"云计算Linux协议";"同方鼎欣";"1000-9999人";"计算机软件"
"python讲师";"15K-25K";"一：岗位职责：1、负责Python课程体系设计和完善；2、负责Python课程爬虫/数据分析/网站开发的讲授；3、完成领导交办的其它工作。任职要求：1、 Python工作经验3年以上2、熟练使用D";"深圳 南山区 西丽";"3-5年";"本科";"Pythonpython爬虫";"千锋互联";"500-999人";"在线教育"
"Python开发工程师";"15K-25K";"工作职责：1.参与产品的需求分析，服务接口设计；2.参与产品核心模块的编码和单元测试；3.负责服务器数据API接口开发，对服务器端和数据库性能进行优化；4.负责主导历史服务优化，问题定位；5.负责公司日常临时任务；";"深圳 南山区 深圳湾";"3-5年";"本科";"LinuxPythonShell";"回收宝";"100-499人";"电子商务"
"Python开发工程师";"15K-30K";"岗位职责1. 负责运维平台/工具的设计、开发、优化并持续迭代，提升运维效率2. 参与运营系统架构设计、改进、优化，并推动实施技术方案岗位要求：1、全日制本科及以上学历，计算机相关专业，2年以上运营系统开发经验2、熟练";"深圳 南山区 科技园";"5-10年";"本科";"python自动化运维";"达普信";"100-499人";"计算机软件"
"Python/C++金融软件开发工程师";"10K-15K";"职位描述：1.金融软件Python/C++工程师 (2名)年薪：12万～25万职位要求/Requirements:1 全日制本科或研究生2 良好的Python/C++基础，两年以上Python/C++编程经验（有混合编程";"深圳 南山区 科技园";"3-5年";"本科";"C/C++PythonVisual Studi";"米佳乐传媒";"20-99人";"音乐/视频/阅读"
